Car;Start speed (km/h);Distance to traffic light (m);Braking distance (m);Speed at the start of breaking (km/h);Time to red light (sec);Weather;Time stamp
Volvo XC90;72;200;55;72;4,5;Rainy;10.06.2022 0:26:24
